Author_id,Name
2705,Katy Hall
2706,Lisa Eisenberg
2707,John Devore
2708,Roy Doty
2709,Liz Curtis Higgs
2710,Astrid Lindgren
2711,Louis S. Glanzman
2712,Florence Lamborn
2713,Diana G. Gallagher
2714,Cathy West
2715,Patricia Barnes-Svarney
2716,Stefanie Scott
2717,Tamara England
2718,Walter Rane
2719,Connie Porter
2720,Dahl Taylor
2721,Dan Andreasen
2722,Peg Ross
2723,Jean Paul Tibbles
2724,Patricia Maclachlan
2725,Daniel Pink
2726,John R. Erickson
2727,E. L. Konigsburg
2728,John Le Carré
2729,David Hajdu
2730,Janet Lunn
2731,N. R. Jackson
2732,Zz Packer
2733,Betina Krahn
2734,Mario Puzo
2735,Kinky Friedman
2736,Jolan Chang
2737,Dossie Easton
2738,Catherine A. Liszt
2739,David Macaulay
2740,Todd Lammle
2741,James Chellis
2742,Don Porter
2743,Terah Kathryn Collins
2744,Juan Villoro
2745,Victoria Thompson
2746,Joy Williams
2747,John Train
2748,Pierre Le-Tan
2749,Carlos Valles
2750,J. Patrick
2751,Ph.D. Gannon
2752,Philip Goldberg
2753,Odell Shepard
2754,Nancy Pickard
2755,Ethan Black
2756,J. K. Rowling
2757,Bailey White
2758,Mario De Carvalho
2759,Editors Of Phaidon Press
2760,John Robbins
2761,Dean Ornish
2762,Bonnie Bryant
2763,Alison Wearing
2764,James Thurber
2765,Michael Baigent
2766,Richard Leigh
2767,Lewin
2768,Susan Orlean
2769,Crabbe Evers
2770,Nancy Wright
2771,Lisa Heron
2772,Brian Heron
2773,Carlos Ruiz Zafon
2774,Lucia Graves
2775,Peter Cashwell
2776,Carson Mccullers
2777,Bob Woodward
2778,Gabriel Zaid
2779,Natasha Wimmer
2780,Khaled Hosseini
2781,Frances Tenenbaum
2782,S. Williams
2783,Tom Hazuka
2784,Denise Thomas
2785,James Thomas
2786,Nikolai Gogol
2787,Andrew R. Macandrew
2788,Leon Stilman
2789,Charles Lewis
2790,Floyd Skloot
2791,Douglas Coupland
2792,Tom Stoppard
2793,Cornel West
2794,Elie Wiesel
2795,David Mcduff
2796,Nathan Englander
2797,Louise Cooper
2798,Marie
2799,Hugo Marsan
2800,Frédéric Beigbeder
2801,Percy Kemp
2802,Honoré De Balzac
2803,Jeannine Guichrdet
2804,Jorge Amado
2805,Vincent Ravalec
2806,Antonio Tabucchi
2807,Lise Chapuis
2808,Robert Vavra
2809,Christina Dodd
2810,Virginia Henley
2811,John Dunning
2812,Gina Berriault
2813,Antonya Nelson
2814,Richard Vetere
2815,Ann Thornhill
2816,Sarah Wells
2817,Erik Quisling
2818,Dianna Booher
2819,Grant Naylor
2820,Margaret Eleanor Atwood
2821,Graham Masterton
2822,Dai Sijie
2823,Ina Rilke
2824,Louise Bagshawe
2825,Richard Bolles
2826,Jenny Newman
2827,Charles W. Sweeney
2828,James A. Antonucci
2829,Marion K. An
2830,Conrad Allen
2831,Marie Arana
2832,Arthur V. Sellwood
2833,A. V. Sellwood
2834,James Lucas
2835,William Zimmer
2836,Roberta Miller
2837,George Wilson
2838,Donald R. Burgett
2839,Bonnie Angelo
2840,Lawrence Otis Graham
2841,Raymond Strait
2842,Hampton Sides
2843,William W. Putney
2844,Wolfgang W. E. Samuel
2845,Ron Naveen
2846,Sean Flannery
2847,William Sarabande
2848,Dorothy Glenn
2849,Joan Hohl
2850,Dixie Browning
2851,Allan W Eckert
2852,James Kelman
2853,Kitty Kelley
2854,Pamela Kaufman
2855,Michael Levey
2856,Joanna Richardson
2857,Miriam Gurko
2858,Monica Ferris
2859,Sheila L. Skemp
2860,Katie Hickman
2861,Maria Perry
2862,Brian Dolan
2863,Bertram Fields
2864,Frances Hill
2865,Jane Newdick
2866,Andrew Morton
2867,Iyanla Vanzant
2868,Ellen Michaud
2869,Russell Wild
2870,Ekaterina Gordeeva
2871,E. M. Swift
2872,The Staff Of Research &Amp; Education Association
2873,Camilla T. Crespi
2874,Peter Mcwilliams
2875,Harold H. Bloomfield
2876,Melba Colgro
2877,Michael Broder
2878,Janet Luhrs
2879,Barbara De Angelis
2880,Blu Greenberg
2881,Mary Ann Mitchell
2882,Patrick Wood
2883,Jari Tervo
2884,Primo Levi
2885,Stuart Woolf
2886,Paul Bailey
2887,Jacques Prévert
2888,Nick Bantock
2889,Mary Maruca
2890,Hanif Kureishi
2891,Thomas Block
2892,Suzette Haden Elgin
2893,M. J. Ryan
2894,Miguel Ruiz
2895,Cornwell Patricia
2896,J. M. Coetzee
2897,Alex Garland
2898,Joy Fielding
2899,Nathaniel Philbrick
2900,Bernhard Robben
2901,Jude Watson
2902,George Weinberg
2903,Bstan-Dzin-Rgya-Mtsho
2904,Donald S. Lopez
2905,E. Donnall Thomas Jr.
2906,Shena Mackay
2907,J.M. O'Neill
2908,Terry Carr
2909,Penina Keen Spinka
2910,Mary Renault
2911,Christian Bobin
2912,Jean-Dominique Bauby
2913,Daniel Pennac
2914,Amin Maalouf
2915,T. A. Barron
2916,Isak Dinesen
2917,Janet Ahlberg
2918,Allan Ahlberg
2919,Joseph Finder
2920,Daniel Mcneill
2921,Master Lam Kam-Chuen
2922,George Eliot
2923,Erica Spindler
2924,Phoebe Gloeckner
2925,Stephen Dobyns
2926,Anne Bishop
2927,Kazuo Ishiguro
2928,Lalita Tademy
2929,R. Forster
2930,Aimee Liu
2931,Cathy Maxwell
2932,Harvey Karp
2933,Barbara Bretton
2934,Mike Ashley
2935,Victor Gischler
2936,Loren Estleman
2937,Ben Rehder
2938,Ellen F. Fitzpatrick
2939,Carl Jensen
2940,Project Censored
2941,Tom Tomorrow
2942,Mitchell Stephens
2943,Pete Hamill
2944,Dan Rather
2945,Matt Drudge
2946,Crosland Brown
2947,Phillip M. Margolin
2948,Marcia Muller
2949,Kasey Michaels
2950,Bruce Robinson
2951,Craig Spector
2952,James Cameron
2953,Robert Fulghum
2954,Susan H Okeefe
2955,Joe Orton
2956,Uta Hagen
2957,Haskel Frankel
2958,Stella Rodway
2959,Francois Mauriac
2960,Josephine Carr
2961,Alistair Maclean
2962,Peter Benchley
2963,J. D. Robb
2964,Bob Uecker
2965,James Blish
2966,Diana Wynne Jones
2967,John (Fire) Lame Deer
2968,Jim Butcher
2969,Lowell Bair
2970,Ian Fleming
2971,Curt Gentry
2972,E. L. Swann
2973,Mark Shepherd
2974,Gentry Lee
2975,John Vornholt
2976,Zelazny
2977,Robert Daley
2978,Catherine Jones
2979,Running Press
2980,Jared M. Diamond
2981,Ian Frazier
2982,Edain Mccoy
2983,John Dufresne
2984,Fayrene Preston
2985,Rand Miller
2986,David Wingrove
2987,Pamela Norris
2988,Jelloun
2989,Caela Farren
2990,William E. Blundell
2991,Andrew Delbanco
2992,Marguerite Duras
2993,Par Lagerkvist
2994,Alexandra Dick
2995,Alice Kaplan
2996,Jo Ann Beard
2997,Dorothea Brande
2998,Alexandre Dumas Pã..Re
2999,Maxine Trottier
3000,Mark Bricklin
3001,Derek Wilson
3002,Iris Gadd
3003,Roger Gadd
3004,Dana Fuller Ross
3005,Kirsten Boie
3006,Gillian Butler
3007,Tony Hope
3008,Marjorie L. Lloyd
3009,David Fontana
3010,Mary Norton
3011,Beth Krush
3012,Joe Krush
3013,Yahiya Emerick
3014,Michael Gannon
3015,Brindley Louise
3016,Robin Dalton
3017,Kate Dicamillo
3018,Felix Salten
3019,R. J. Pineiro
3020,Colin Forbes
3021,Patricia Shaw
3022,Anna Maria Ortese
3023,Sigrid Vagt
3024,Andreas Brandhorst
3025,Italo Calvino
3026,Oswalt Von Nostitz
3027,Paul C. Doherty
3028,Frauke Biehl
3029,Sevim Kabak
3030,Amélie Nothomb
3031,Wolfgang Kriege
3032,Alastair Macneill
3033,Alastair Mcneill
3034,Alistair Maclea
3035,Alison Lurie
3036,Otto Bayer
3037,Glenn Meade
3038,Wolfgang Thon
3039,Allan Folsom
3040,Dorit Zinn
3041,Petra Durst-Benning
3042,Eva Maaser
3043,Jaime Bayly
3044,Lindy Arriaga Diaz
3045,Laurens Van Der Post
3046,Barbara Mertz
3047,Clara Pierre
3048,Gabriele Weber-Jaric
3049,Frederik Berger
3050,Ruth Berger
3051,Peter Berling
3052,R. Conrad Stein
3053,Susan R. Matthews
3054,Kathy Tyers
3055,Jerry Pournelle
3056,John F. Carr
3057,Roland Green
3058,James P. Hogan
3059,Don Wismer
3060,C. J. Cherryh
3061,Eric Flint
3062,David Drake
3063,Phillip Margolin
3064,Leonard Goldberg
3065,Willie Morris
3066,Piers Dudgeon
3067,Marion Crawford
3068,Josephine Cox
3069,Faith Addis
3070,F. Scott Fitzgerald
3071,Sara Backer
3072,Newt Scamander
3073,Charles Vess (Illustrator)
3074,Garth Nix
3075,Betty Lumsden Milne
3076,Philip Plisson
3077,Jan Siegel
3078,Washington Irving
3079,Cathy Guisewite
3080,Charles M. Schulz
3081,Susan Cooper
3082,Alan Cober
3083,Deanne Stillman
3084,Laura Levine
3085,Graham C. Barrett
3086,Rudyard Kipling
3087,Don Daily
3088,Jim Razzi
3089,Chris Schnabel
3090,Louisa M. Atcott
3091,Gavin Rowe
3092,Gina Ingoglia
3093,Francese Mateu
3094,Carlos Collodi
3095,Greg Hildebrandt
3096,P. L. Whitney
3097,Carolyn Mackler
3098,Robin Jones Gunn
3099,Debbie Macomber
3100,Steve Friedman
3101,Jane Hissey
3102,Masterson Elementary Students
3103,First Grade Students
3104,Margaret Landon
3105,Julianna Baggott
3106,Alex Boese
3107,Webb Garrison
3108,Megan Mccafferty
3109,Jill A. Davis
3110,Charles Purdy
3111,Greg Johnson
3112,Jonathan Snow
3113,Sylvia Thompson
3114,Brooke Scudder
3115,Aileen Paterson
3116,Molly Rice
3117,David Ignatius
3118,Allison Pearson
3119,Jonathan Tropper
3120,Jenny Colgan
3121,Cathy Hopkins
3122,Melissa Miller
3123,Katherine B. Chauncey
3124,George Foreman
3125,Betty Crocker Editors
3126,Grange Books Ed
3127,Robert Bly
3128,Robert Strandquist
3129,Victoria Moran
3130,Debrena Jackson Gandy
3131,Sally Warner
3132,Daniel Jones
3133,Kate Freiman
3134,Eric Carle
3135,Marty Becker
3136,Caro
3137,Stan Redding
3138,Frank W. Abagnale
3139,Glenna Mcreynolds
3140,Maeve. Binchy
3141,Elizabeth Lowell
3142,Ben Cohen
3143,Jerry Greenfield
3144,Nancy Stevens
3145,Delinsky
3146,Teresa Medeiros
3147,Daphne Rose Kingma
3148,Johanna Spyri
3149,Shari Lewis
3150,Frances Mayes
3151,Robert Crais
3152,Susan Ludington-Hoe
3153,Susan K. Golant
3154,John D. Macdonald
3155,Landrum B. Shettles
3156,David M. Rorvik
3157,Shelley Austin Kastner
3158,Frances H. Burnett
3159,Robin Wells
3160,Lynn Erickson
3161,John E. Sarno
3162,Trudi Pacter
3163,Quinn T. Evans
3164,Janelle Taylor
3165,Robert Tallant
3166,Juan Kattan-Ibarra
3167,Shirley Hazzard
3168,Felicity Trotman
3169,Falcon Travis
3170,Chip Lovitt
3171,Harriet Grey
3172,Bud Gardner
3173,Robert A. Wilson
3174,Stanley Marcus
3175,Owen Parry
3176,Michael Perry
3177,Chelsea Quinn Yarbro
3178,Freeman Patterson
3179,Malcolm Gladwell
3180,Jiddu Krishnamurti
3181,William Dalrymple
3182,Paul Hoffman
3183,Duncan J. Watts
3184,Sarina Singh
3185,Michelle Coxall
3186,Royina Grewal
3187,Inez Mcalister Faber
3188,Dottie Mcdowell
3189,Josh Mcdowell
3190,David N. Weiss
3191,Sally Beauman
3192,Paul Solotaroff
3193,Peter Singer
3194,W. Y. Evans-Wentz
3195,Lama Anagarika Govinda
3196,Sir John
3197,Frank Godwin
3198,Henrik Ibsen
3199,James Mcfarlane
3200,Jens
3201,Margo Culley
3202,D. C. R. A. Goonetilleke
3203,E.M. Forster
3204,John F. Mcgrady
3205,Pat Conroy
3206,Norah Lofts
3207,Suzanne Strempek Shea
3208,Robb Forman Dew
3209,Eric Nylund
3210,Michael D. Warden
3211,Thomas J. Stanley
3212,William D. Danko
3213,Rosellen Brown
3214,R. K. Narayan
3215,George Mackay Brown
3216,Spike Milligan
3217,Thomas Paine
3218,Henry Collins
3219,John N. Davie
3220,David Skilton
3221,A. Alvarez
3222,A. J. Hill
3223,Sharon Sala
3224,Peggy Moreland
3225,Paula Detmer Riggs
3226,Guideposts Magazine
3227,Marie Watts
3228,Joy Darien
3229,Bill Richardson
3230,Jill Conner Browne
3231,Katherine O'Neal
3232,Sherwood Anderson
3233,Amy Paulsen
3234,(None)
3235,Julia Alvarez
3236,Christopher Reich
3237,Mary Cantwell
3238,Stefan Fatsis
3239,Michael Kinsley
3240,Hentoff
3241,Debbie Dadey
3242,Marcia T. Jones
3243,Dr. Charles F. Stanley
3244,Rick Carson
3245,Eth Clifford
3246,Caroline B. Cooney
3247,Niccolo Ammaniti
3248,Jonathan Hunt
3249,Walter Dean Myers
3250,Chris Fabry
3251,Susan Richards Shreve
3252,James Marshall
3253,Edith Nesbit
3254,Robert L. Veninga
3255,Janis Arnold
3256,Cindy Bonner
3257,Hannah Crafts
3258,Henry Louis Gates Jr.
3259,Jim Grimsley
3260,Robert Siegel
3261,Onion Staff
3262,Richard Scarry
3263,Mickey Spillane
3264,John Knowles
3265,David Halberstam
3266,Will Ferguson
3267,Ian Ferguson
3268,Carol Off
3269,George Gibian
3270,Louise Maude
3271,Aylmer Maud
3272,Anthony Lane
3273,John Kennedy Toole
3274,Walker Percy
3275,Richard Blow
3276,Lisa Beamer
3277,Ken Abraham
3278,David Suzuki
3279,John Connelly
3280,J.M. Morris
3281,Sara Lewis
3282,Donada Peters
3283,Renee
3284,Mickey Zucker Reichert
3285,Lee Hogan
3286,Judith Miller
3287,Stephen Engelberg
3288,William Broad
3289,T. R. Pearson
3290,Bill Schultheis
3291,Christa Worthington
3292,Richard Bachman
3293,Wilbur Witt
3294,Iain Lawrence
3295,Peter Wright
3296,Mary Stewart
3297,Gore Vidal
3298,Molly Cochran
3299,Warren Murphy
3300,Jim Collins
3301,Robert Pirsig
3302,Troon Mcallister
3303,China Mieville
3304,Chang-Rae Lee
3305,Tom Bradby
3306,Jimmy Breslin
3307,Adam Haslett
3308,Victoria Price
3309,Lloyd Alexander
3310,Annelie Ortmanns
3311,D. E. Rogers
3312,Douglas Robinson
3313,Millenia Black
3314,Laurie Fox
3315,Wendy Northcutt
3316,Martin Mull
3317,Allen Rucker
3318,Rubin Carter
3319,Peter Carey
3320,Cinammon Burke
3321,Phoebe Conn
3322,Rosalind Laker
3323,Mary Mcmullen
3324,Anne L. Squire-Buresh
3325,Merrill Miller
3326,Nancy Thayer
3327,Hunter S. Thompson
3328,Karen Scalf Linamen
3329,Camille Cauti
3330,Luther Blissett
3331,Helga Schneider
3332,Shaun Whiteside
3333,Richard Craze
3334,Javier Cercas
3335,Elisabeth Beyer
3336,Aleksandar Grujicic
3337,Charlotte A. Alexander
3338,Delta Burke
3339,Alexis Lipsitz
3340,Michael Johnston
3341,Christopher Pike
3342,Robert Simpson
3343,Michael A. Martin
3344,Andy Mangels
3345,Heather Jarman
3346,David R. George Iii
3347,Gabrielle De Cuir
3348,Ray Garton
3349,Judith Reeves-Stevens
3350,Garfield Ree
3351,Judith Reeves-Steven
3352,Garfield Reev
3353,Francis Scott Fitzgerald
3354,Jacques Tournier
3355,Kate Mcmullan
3356,Jan Burke
3357,Ed Laing
3358,Michael A. Kahn
3359,Christine Green
3360,Lewis Nordan
3361,William Diehl
3362,Julia Fenton
3363,Vicki A. Brady
3364,Linda Dobson
3365,Bob Barnes
3366,Marvin Allen
3367,Douglas Hobbie
3368,Gower
3369,Antony Sher
3370,Monika Elwenspoek
3371,Juan Ramon Jimenez
3372,Jack Welch
3373,John A. Byrne
3374,Conari Press
3375,Dawna Markova
3376,Andre Dubus Iii
3377,Ria Fehlau
3378,New Line Productions
3379,Tom Shales
3380,James Andrew Miller
3381,Charlotte Hughes
3382,Robert Goldsborough
3383,Jennifer Blake
3384,Anna Pavord
3385,S.D. Perry
3386,John Straley
3387,Jeff Rovin
3388,Julia Bell
3389,Paul Magrs
3390,Andrew Motion
3391,E. A. Ellis
3392,Robert Munsch
3393,Sheila Mcgraw
3394,Robin Quivers
3395,Norman Maclean
3396,S. E. Hinton
3397,John Gunther
3398,Richard Preston
3399,Lenny Flank
3400,Joy Adamson
3401,George Page
3402,Naguib Mahfouz
3403,Tagreid Abu-Hassabo
3404,Wei Hui
3405,Catherine Landis
3406,Amanda Eyre Ward
3407,Rachel Carson
3408,Linda Lear
3409,Tony Hawks
3410,Lindsay Clarke
3411,Karin Mcquillan
3412,Amy Thomson
3413,Laura Joh Rowland
3414,Marjorie B. Kellogg
3415,Marjorie Bradley Kellogg
3416,Jody Lee
3417,Kage Baker
3418,David Clement-Davies
3419,Rachel Pollack
3420,Emily Jenkins
3421,Mirika Mayo Cornelius
3422,Victor H. Krulak
3423,Charles Tomlinson
3424,Mary Ann Lamanna
3425,Agnes Riedmann
3426,Michael Drosnin
3427,John Searles
3428,Carol Grace
3429,Tom Stone
3430,Sheri Reynolds
3431,Bonnie Bluh
3432,Gloria Murphy
3433,Pat Shipman
3434,Donald Serrell Thomas
3435,Benedict Freedman
3436,Nancy Freedman
3437,Elizabeth Berg
3438,Roxana Robinson
3439,Willard Scott
3440,Bill Crider
3441,Laurie Graham
3442,Anne D. Leclaire
3443,Parnell Hall
3444,Catherine Anderson
3445,Nikki Rivers
3446,Kathleen O'Reilly
3447,Judy Christenberry
3448,Muriel Jensen
3449,Tina Leonard
3450,Emma Craig
3451,Nancy Pearl
3452,Tim Winton
3453,Jim Fergus
3454,Randall Robinson
3455,Jim Marrs
3456,Edwin A. Abbott
3457,William Sydney Porter
3458,Shane Weller
3459,Michael Henry Heim
3460,Wayne Weible
3461,T.C. Boyle
3462,Camilo Jose Cela
3463,Anthony Kerrigan
3464,Jeremy Harwood
3465,Simon Fielding
3466,Gillian Emerson-Robe
3467,Jim Underwood
3468,Pearl Cleage
3469,Marlo Morgan
3470,Gary Meier
3471,Gloria Meier
3472,Ernest Hillen
3473,Deirdre Madden
3474,Roger Hargreaves
3475,Stella Braam
3476,Hartmut Bieg
3477,Barbara Pierce
3478,Dinah Mccall
3479,Bertrice Small
3480,Kathy Love
3481,Lisa Plumley
3482,Cait London
3483,Lauren Baratz-Logsted
3484,Annie Gottlieb
3485,Slobodan D. Pesic
3486,Vicki Lewis Thompson
3487,Tony Johnston
3488,Rene Barjavel
3489,Ken Munro
3490,Liz Smith Parkhurst
3491,Rod Lorenz
3492,Thomas King
3493,Hansjörg Schneider
3494,Botho Strauß
3495,Erika Burkart
3496,Freya Von Moltke
3497,Reinhard Delau
3498,Hans-Ludwig Böhme
3499,Christina Viragh
3500,Jacques Wirz
3501,Michael Bayer
3502,Norber
3503,Linda Brower Meeks
3504,Philip Heit
3505,Randy M. Page
3506,Paul Lukas
3507,Fritjof Capra
3508,Suanne Kelman
3509,John Seabrook
3510,Lionel Tiger
3511,Hal Niedzviecki
3512,Ernest Becker
3513,Stig Bjorkman
3514,Tim Burton
3515,Steve Moss
3516,Tim Lott
3517,James M. Cain
3518,Dashiell Hammett
3519,Benjamin Anastas
3520,Jose Saramago
3521,Giovanni Pontiero
3522,Jacob Grimm
3523,Wilhelm Grimm
3524,Jack Zipes
3525,Arthur Nersesian
3526,Walter Kirn
3527,Roxanne Henke
3528,Wendy Corsi Staub
3529,Joshua Piven
3530,Hugh Ross Williamson
3531,Cindy Ribarich
3532,Suzanne Delzio
3533,Bill Lessard
3534,Steve Baldwin
3535,Harold Schechter
3536,Lesley Adkins
3537,Roy Adkins
3538,Ian Gibson
3539,Jan Bondeson
3540,Richard M. Stallman
3541,Lawrence Lessig
3542,Joshua Gay
3543,Lau
3544,Vaughn Bullard
3545,Kevin T. Smith
3546,Michael C. Daconta
3547,Mary Gentle
3548,Philip Hazel
3549,Richard Bird
3550,Tim O'Brien
3551,Stephen Williams
3552,Noel Perrin
3553,Marjory Wunsch
3554,Natalie Angier
3555,Tim Folger
3556,Anthony Everitt
3557,Chris Kreski
3558,Michael J. Nelson
3559,Stephen Kendrick
3560,Dave Mckean
3561,Randall Kennedy
3562,Rochelle Morton
3563,Jeff Kelly
3564,Thomas Lynch
3565,Larry L. King
3566,Ben Macintyre
3567,David M. Friedman
3568,Cheryl Rilly
3569,David Hagberg
3570,Eugenia Price
3571,Edward Mcnall Burns
3572,Standish Meacham
3573,Robert E. Ler
3574,Steven Alter
3575,Xavier Patier
3576,Jacques Serguine
3577,Helge Schneider
3578,Don Roberts
3579,Michael Mojher
3580,Anita Desai
3581,Gladys Taylor
3582,Jeff Burgess
3583,W. P. Kinsella
3584,Tor Seidler
3585,Vivian Vande Velde
3586,Gail Bowen
3587,Franz Kafka
3588,Sir Richard Francis Burton
3589,George R.R. Martin
3590,Kathe Koja
3591,Doug Lansky
3592,Caroline Rivolier
3593,S. White
3594,Judith Krantz
3595,Richard P. Henrick
3596,Johanna Kingsley
3597,Laurie Notaro
3598,Taylor Caldwell
3599,Julia Cameron
3600,Mark Griffin
3601,Theron Walker
3602,Elizabeth Powers
3603,Amy Mandelker
3604,Louise Perrotta
3605,Gina Fontana
3606,Ferdinand G. Mahfood
3607,Sue Ellen Cooper
3608,Andrea Reekstin
3609,Richard Rohr
3610,Joseph Martos
3611,Jamaica Kincaid
3612,Paul Fleischman
3613,Kathryn Jacobi
3614,Margot Livesey
3615,Cathi Hanauer
3616,Margaret Moorman
3617,Monica Ali
3618,Karen Joy Fowler
3619,Micah Sparks
3620,Lolly Winston
3621,Susan Minot
3622,Charlotte Vale Allen
3623,Cathy Kelly
3624,Eduardo Galeano
3625,Janice Law
3626,Judith Hawkes
3627,James Jennings
3628,Jean Baudrillard
3629,Julia Witwer
3630,Alvin Schwartz
3631,Stephen Gammell
3632,Melvin Burgess
3633,Neale Donald Walsch
3634,Janet Peery
3635,Robert Alexander
3636,Antwone Q. Fisher
3637,Mim E. Rivas
3638,Fred Chappell
3639,Frances Park
3640,Caroline Gordon
3641,Timothy Zahn
3642,O'Cork
3643,Larry Kirk
3644,Gerald Scarfe
3645,Steve Bell
3646,Mark Bryant
3647,Toni Goffe
3648,Henrietta Stickland
3649,Milan Rai
3650,Mandy Wagstaff
3651,Jean Liedloff
3652,Will Self
3653,John Lanchester
3654,Morihei Ueshiba
3655,John Stevens
3656,Steven Pressfield
3657,B.B. Hiller
3658,Lorrie Moore
3659,Bruce H. Wilkinson
3660,Marele Day
3661,Robin Klein
3662,David Finn
3663,Cafi Cohen
3664,Dorothy Moore
3665,Raymond Moore
3666,Lucy Jo Palladino
3667,Daniel Silva
3668,Robert Adams
3669,Ken Kelly
3670,Harry Turtledove
3671,Robert Harris
3672,Walter Tevis
3673,Walter Wangerin Jr.
3674,Nevil Shute
3675,Conrad Black
3676,Brian Aldiss
3677,Jennifer Niven
3678,Stephen Hawking
3679,Brian Macarthur
3680,Richard A. Knaak
3681,Joseph Stanislaw
3682,Herman Wouk
3683,Daniel Hood
3684,Gunter Böhmer
3685,Britta Herz
3686,Thomas Finn
3687,Karl-Heinz Witzko
3688,Peter F. Hamilton
3689,Irene M. Pascoe
3690,Amy Goldman Koss
3691,Stephanie Barron
3692,William W. Hewitt
3693,Mircea Eliade
3694,John Wyndham
3695,William Boyd
3696,John M. Cohen
3697,Mark J. Cohen
3698,D. G. A. Whitten
3699,W.G.
3700,W.G. Moore Moore
3701,Friedrich Nietzsche
3702,R. J. Hollingdale
3703,A.R.R.R. Roberts
3704,H Leighton Steward
3705,Michael J.H. Taylor
3706,David Mondey
3707,Monique Roffey
3708,Peter Bleksley
3709,S.Anderson Black
3710,Parragon
3711,Better Homes &Amp; Gardens
3712,Joan Lewis
3713,Lynette Chil
3714,Brian Cole
3715,D. Griffith
3716,Tom Holland
3717,Bea Reiter
3718,Albert Bichler
3719,Horst Herzig
3720,Tina Herzig
3721,Jill Remains
3722,Natalie Zemon Davis
3723,Nora Ephron
3724,Illiad
3725,Bob Herbstman
3726,"Illiad"" Frazer J.D."
3727,Nancy Friday
3728,Amanda Quick
3729,Gloria Steinem
3730,Lisa Carey
3731,Joanne Rock
3732,Andy Rathbone
3733,William J. Bennett
3734,Richard Parrish
3735,Trevanian
3736,Alan Bullock
3737,Mewa Ramgobin
3738,Lou Dubose
3739,Legs Mcneil
3740,Gillian Mccain
3741,Stephen Baker
3742,Jackie Geyer
3743,Lynne Withey
3744,Flavius Josephus
3745,Betty Radice
3746,Julian Barnes
3747,Kurt Wagenseil
3748,Thucydides
3749,Steven Lattimore
3750,Joe Klein
3751,Joan Didion
3752,Todd Gitlin
3753,Steven Fraser
3754,Neil Postman
3755,Pat Robertson
3756,Firoozeh Dumas
3757,Rosamunde Pilcher
3758,Cathleen Schine
3759,Francine Prose
3760,William Dietrich
3761,Ruby Jean Jensen
3762,John Derbyshire
3763,Thich Nhat Hanh
3764,Peter Levitt
3765,Jerry Spinelli
3766,Jeffrey Hudson
3767,Barbara Seranella
3768,Alice Blanchard
3769,Tracey West
3770,Margaret George
3771,Louis Begley
3772,Elizabeth Von Arnim
3773,Marilyn Wallace
3774,Cameron Tuttle
3775,Susannah Bettag
3776,T. Jefferson Parker
3777,Robert Morgan
3778,Paul Kemprecos
3779,Janet Groene
3780,Gordon Groene
3781,Eric Garcia
3782,Stuart Pawson
3783,Robert J. Ringer
3784,Gary Braver
3785,Stephen C. George
3786,Kenneth Winston Caine
3787,Men'S Heal
3788,Steve Ettlinger
3789,James S Thayer
3790,Kristiana Gregory
3791,Abraham Verghese
3792,Robin Jarvis
3793,Colin Dann
3794,Ursula Moray Williams
3795,Sarah Mlynowski
3796,Michael Bergin
3797,Karen Templeton
3798,Linda Lenhoff
3799,Claire Cook
3800,Lauren Weisberger
3801,John Gray
3802,Silvana Klein
3803,Dirk Van Gunsteren
3804,Susan Sontag
3805,Reinhard Kaiser
3806,Peter K. Wehrli
3807,Fritz Krenn
3808,Tom Shachtman
3809,Waris Dirie
3810,Cathleen Miller
3811,Antoine Bello
3812,Claudia Kalscheuer
3813,Werner Burckhardt
3814,Verena Koch
3815,Heike Geißler
3816,Klaas Huizing
3817,Ingrid Noll
3818,Jürgen Abel
3819,Daniela Huzly
3820,Gregor Gysi
3821,Celia Fremlin
3822,Marcus Geiss And Henning Stegelmann
3823,Risa Mickenberg
3824,Joanne Dugan
3825,Brian
3826,Paul Zindel
3827,Alice Miller
3828,Philip Zaleski
3829,Paul Kaufman
3830,Dennis Covington
3831,Guido Eckert
3832,Siri Hustvedt
3833,Georges Montforez
3834,Antoine De Saint-Exupéry
3835,Higgins Clark
3836,Christopher Wallace
3837,Kunstmuseum Basel
3838,Rolf Fjelde
3839,Jerri Corgiat
3840,John Dalton
3841,Richard Matheson
3842,Marjorie Hudson
3843,M. Nelson Chunder
3844,Karanjit Siyan
3845,Chris Hare
3846,Wendell Odom
3847,Frommer
3848,Mike Lupica
3849,Ilya Ilf
3850,Eugene Petrov
3851,Evgenii Petrov
3852,Edward Bunker
3853,Yaakov Shabtai
3854,Ricarda Junge
3855,Bo Hampton
3856,Mark Kneece
3857,Andrew H. Vachss
3858,Catherine Millet
3859,Adriana Hunter
3860,Albert Schwarzenbach
3861,Anne Fadiman
3862,Christopher Frayling
3863,Edgar Allan Poe
3864,Groff Conklin
3865,Irv Docktor
3866,Calvin Tomkins
3867,Betty Edwards
3868,Bernard P. Chamberlain
3869,Lola Lemire Tostevin
3870,Nigel Tranter
3871,Gordon R. Dickson
3872,Joy Wilt Berry
3873,Laurence Shames
3874,Michele Dunaway
3875,Merline Lovelace
3876,Heather Macallister
3877,Debra Dixon
3878,Debra Carroll
3879,Mary Kirk
3880,Joey Light
3881,Kylie Brant
3882,Laura Gordon
3883,Emma Goldrick
3884,Goldrick
3885,Tracy Hughes
